,saliency,display_index,word_length,sentence_length,relative_word_frequency,lemma_polarity,normalized_saliency_rank,word_position,human_importance_rating,capitalization,dependency_relation,sentence_id,worker_id,visualization_condition,condition_order,completion_time_ms
3210,0.0618,60,2,9,0.05288095765216515,0.0,0.6666666666666666,4,2,other,case,reviews-229100-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,8757
3211,0.0134,61,9,8,7.642250630867411e-05,0.0,1.0,6,1,other,amod,reviews-216281-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7415
3212,0.00298,62,3,6,0.014458714883971737,0.0,1.0,2,1,other,case,reviews-178726-0007,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,3979
3213,0.0044670000000000005,63,6,6,0.0,0.0,1.0,4,6,first_upper,flat,reviews-139152-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,5200
3214,0.0574,64,3,5,0.04855627529615195,0.0,0.8,3,2,other,cc,reviews-178726-0005,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7250
3215,0.00945,65,1,10,0.0,0.0,1.0,8,1,other,advmod,reviews-042085-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,9226
3216,0.15,66,5,6,0.0023477054410828892,0.0,0.5,4,2,other,advmod,reviews-035993-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,4605
3217,0.262,67,4,6,0.0006734856203835438,0.42766000000000004,0.3333333333333333,4,3,other,root,reviews-001325-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7301
3218,0.0438,68,1,8,0.09994524792307666,0.0,0.625,8,2,other,punct,reviews-346563-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7922
3219,0.8340000000000001,69,10,2,0.0,-0.31108,0.5,1,7,first_upper,root,reviews-025894-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,4151
3220,1.0,70,6,1,0.0,0.6351100000000001,1.0,1,7,first_upper,root,reviews-354474-0005,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,3448
3221,0.0465,71,1,7,0.09994524792307666,0.0,0.42857142857142855,7,2,other,punct,reviews-255757-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7114
3222,0.168,72,13,8,3.008522008986379e-06,0.70124,0.25,2,3,other,root,reviews-012047-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,5211
3223,0.113,73,5,4,0.0009044312596261367,0.21994,0.75,3,2,other,obj,reviews-229100-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,5426
3224,0.616,74,7,3,0.0006447610383881966,0.0,0.3333333333333333,2,5,other,root,reviews-038523-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,3989
3225,0.745,75,7,3,0.0,0.71692,0.3333333333333333,1,7,first_upper,amod,reviews-146820-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,3633
3226,0.452,76,4,6,5.92028753125159e-05,-0.27603,0.16666666666666666,5,4,other,amod,reviews-025894-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,9178
3227,0.0205,77,7,7,0.0006447610383881966,0.0,0.7142857142857143,6,1,other,nmod,reviews-392826-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,6845
3228,0.0348,78,3,4,0.0,0.0,1.0,1,2,first_upper,cc,reviews-341750-0006,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,13761
3229,0.019166666659999998,79,6,11,9.070920630109688e-08,0.0,1.0,10,1,other,nmod,reviews-314880-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7012
3230,1.0,80,6,1,0.0,-0.15794,1.0,1,7,first_upper,root,reviews-128808-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,4662
3231,0.0726,81,2,10,0.009592589275547295,0.0,0.4,3,2,other,case,reviews-059655-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,7504
3232,0.847,82,7,2,3.9277086328374953e-05,0.0,0.5,2,7,other,root,reviews-169610-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,11064
3233,0.083,83,2,8,0.019381276736916517,0.0,0.5,2,2,other,cop,reviews-188382-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,16597
3234,0.0508,84,1,6,0.09994524792307666,0.0,0.6666666666666666,6,2,other,punct,reviews-126134-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,13005
3235,0.0477,85,9,7,7.649809731392501e-06,0.36457,0.8571428571428571,4,2,other,root,reviews-206303-0005,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,17106
3236,0.293,86,6,2,0.0,0.29757,1.0,1,3,first_upper,advmod,reviews-001325-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,9436
3237,0.231,87,5,11,0.0019608155580076608,0.0,0.09090909090909093,10,3,other,obl,reviews-214912-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,23612
3238,0.0656,88,1,3,0.09994524792307666,0.0,1.0,3,2,other,punct,reviews-241108-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,10793
3239,0.22899999999999998,89,3,9,0.0002791122277884751,0.0049299999999999995,0.2222222222222222,8,3,other,advmod,reviews-174824-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,16841
3240,0.0864,90,5,11,0.0006918391164584659,0.64445,0.2727272727272727,3,2,other,amod,reviews-346074-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,17489
3241,0.8009999999999999,91,5,2,0.0,0.0934,0.5,2,7,first_upper,root,reviews-235190-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,6936
3242,0.0461,92,2,8,0.013651659957309829,-0.10450999999999999,1.0,6,2,other,case,reviews-187163-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,10868
3243,0.00823,93,1,4,0.0018538542855776167,0.0,1.0,4,1,other,punct,reviews-080814-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,8204
3244,0.0387,94,6,7,0.0011072872813174897,0.1814,0.5714285714285714,3,2,other,nsubj,reviews-210153-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,14858
3245,0.0394,95,7,6,0.0006447610383881966,0.0,1.0,2,2,other,root,reviews-289763-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,9021
3246,0.01566666666,96,3,2,0.0003718019184271459,0.0,1.0,2,2,other,punct,reviews-103519-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,13544
3247,0.53,97,4,4,0.0,0.17995999999999998,0.25,1,7,first_upper,advmod,reviews-250878-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,8493
3248,1.0,98,5,1,0.0,0.0,1.0,1,7,first_upper,root,reviews-187163-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,4951
3249,0.828,99,9,2,0.0,0.0,0.5,1,7,other,compound,reviews-002317-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency,bars__saliency__saliency-corrected,5932
3250,0.0523,100,2,2,0.014863943144920837,0.0,1.0,2,3,other,root,reviews-037179-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,5536
3251,0.0677,101,10,7,0.00022161770919462982,0.0,0.5714285714285714,2,4,other,nsubj,reviews-369608-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,18484
3252,0.031,102,1,7,0.09994524792307666,0.0,0.8571428571428571,7,4,other,punct,reviews-217747-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,7117
3253,0.098,103,4,4,0.001261644114039856,0.0,1.0,3,4,other,obj,reviews-229100-0008,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4868
3254,0.0327,104,1,8,0.03635141206114357,0.041280000000000004,0.875,5,4,other,det,reviews-212369-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,7783
3255,0.6779999999999999,105,3,3,0.0,-0.38925,0.3333333333333333,1,6,first_upper,advmod,reviews-343813-0006,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8949
3256,1.0,106,7,1,0.0,-0.39292,1.0,1,7,first_upper,root,reviews-042085-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4261
3257,0.106,107,3,11,0.0,-0.45615,0.3636363636363637,1,4,first_upper,amod,reviews-314024-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6679
3258,0.267,108,5,7,0.0043638687331352686,0.0,0.2857142857142857,5,4,other,advmod,reviews-266955-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6020
3259,0.3209,109,8,2,0.0,0.0,0.5,2,4,first_upper,root,reviews-353891-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8943
3260,0.0377,110,1,4,0.09994524792307666,0.0,1.0,4,3,other,punct,reviews-212369-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,11889
3261,0.139,111,11,3,0.0,0.3854,0.6666666666666666,2,3,first_upper,compound,reviews-085009-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,11808
3262,0.6709999999999999,112,9,2,7.649809731392501e-06,0.36457,0.5,2,7,other,root,reviews-178726-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,28252
3263,0.08,113,4,9,0.0008550552149962394,0.24731,0.6666666666666666,6,4,other,amod,reviews-120724-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,9276
3264,0.0865,114,5,8,0.0002974808420644472,0.03325,0.75,5,4,other,acl,reviews-178726-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,5095
3265,0.0117,115,4,7,0.000988790821486157,0.0,1.0,2,4,other,root,reviews-351950-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8327
3266,0.573,116,9,5,0.0,0.8192299999999999,0.2,1,5,first_upper,amod,reviews-363428-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8766
3267,0.162,117,7,4,0.0,0.49549,0.75,4,4,first_upper,conj,reviews-153921-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8900
3268,0.37,118,6,3,0.0,-0.23124,0.6666666666666666,1,5,first_upper,amod,reviews-118668-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6478
3269,0.008159999999999999,119,6,4,0.00015899812044477263,0.0,1.0,2,2,other,root,reviews-346563-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,18708
3270,0.475,120,4,5,4.0123705587185184e-05,0.48036999999999996,0.2,1,5,other,amod,reviews-229442-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,11555
3271,0.0949,121,3,7,0.04855627529615195,0.0,0.7142857142857143,4,4,other,cc,reviews-343336-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6757
3272,0.278,122,7,7,1.386339036301764e-05,0.0,0.14285714285714285,2,4,other,root,reviews-357217-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6621
3273,0.106,123,5,6,0.00017892390942891354,0.37553000000000003,0.6666666666666666,4,4,other,advcl,reviews-302465-0005,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6779
3274,0.0019199999999999998,124,2,7,0.037126718765600086,0.0,1.0,5,3,other,case,reviews-245928-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,9749
3275,0.635,125,6,2,0.0,0.6351100000000001,0.5,1,4,first_upper,root,reviews-034858-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,10653
3276,0.106,126,1,8,0.0017486920790725454,-0.19821,0.375,1,4,other,nsubj,reviews-059655-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,9713
3277,0.0676,127,1,3,0.09994524792307666,0.0,0.6666666666666666,3,5,other,punct,reviews-241108-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8751
3278,0.892,128,3,3,0.0,-0.46292,0.3333333333333333,1,7,first_upper,amod,reviews-229100-0006,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8126
3279,0.048,129,10,3,2.5564877975859134e-05,0.46939,1.0,2,2,other,root,reviews-294978-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,14280
3280,0.838,130,3,4,0.0,-0.38925,0.25,1,7,first_upper,advmod,reviews-257735-0003,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4709
3281,0.0444,131,9,11,1.767317702766371e-05,0.0,0.6363636363636364,8,4,other,nsubj,reviews-335490-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6364
3282,0.0364,132,1,6,0.09994524792307666,0.0,0.8333333333333334,6,4,other,punct,reviews-227515-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,9086
3283,0.292,133,9,3,3.073530273502166e-05,0.41017,0.6666666666666666,2,2,other,root,reviews-325330-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,10382
3284,0.0317,134,2,9,0.037126718765600086,0.0,0.7777777777777778,6,4,other,case,reviews-128808-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6853
3285,0.307,135,1,3,0.0005077750186724901,0.0,0.6666666666666666,3,5,other,punct,reviews-354474-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,14962
3286,0.1436,136,10,4,2.7212761890329063e-07,0.0,0.25,3,4,other,root,reviews-085009-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4705
3287,0.0676,137,3,11,0.00028458501656864133,0.25952,0.5454545454545454,4,4,other,xcomp,reviews-138110-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,5597
3288,0.0245,138,5,10,0.00011016633105268215,0.41798,0.7,2,4,other,root,reviews-290238-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,12086
3289,0.069,139,7,9,0.000986009072492923,0.0,0.5555555555555556,4,4,other,obj,reviews-254908-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,10212
3290,0.0718,140,1,8,0.0,-0.19821,0.625,5,4,all_upper,nsubj,reviews-227605-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,7730
3291,1.0,141,5,1,4.36311282308276e-05,-0.03633,1.0,1,7,other,root,reviews-275595-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4416
3292,0.0858,142,3,8,0.04855627529615195,0.0,0.625,6,4,other,cc,reviews-058009-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,11972
3293,0.0734,143,3,6,0.022202272580076426,0.0,0.5,3,3,other,cop,reviews-005760-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,8014
3294,0.0845,144,2,10,0.0003283673268099707,0.37553000000000003,0.5,3,4,other,root,reviews-178726-0008,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,7010
3295,0.713,145,4,4,0.0003700482071053247,0.74339,0.25,3,6,other,root,reviews-056408-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,11039
3296,0.20199999999999999,146,3,4,0.0,0.0,1.0,1,4,first_upper,cc,reviews-030395-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,5360
3297,0.23305,147,2,2,0.0,0.0,1.0,2,4,other,punct,reviews-139152-0001,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,6159
3298,0.012,148,8,8,6.794119551952156e-05,-0.06644,1.0,6,4,other,amod,reviews-171877-0004,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4650
3299,0.914,149,8,2,0.0,-0.64915,0.5,1,7,first_upper,root,reviews-174824-0002,79ab67ccc9830ac83a45738262c4a59725c8f36797726e0786be472d287ab1b3,saliency-corrected,bars__saliency__saliency-corrected,4262
3300,0.414,0,6,6,0.0,0.6351100000000001,0.16666666666666666,4,6,first_upper,parataxis,reviews-152281-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,165804
3301,0.0476,1,7,10,6.839474155102704e-05,0.25952,0.7,4,4,other,acl,reviews-011806-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,5252
3302,0.10300000000000001,2,1,6,0.10789649946520877,0.0,0.5,3,1,other,punct,reviews-286172-0002,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,7234
3303,0.191,3,8,5,1.5828756499541407e-05,0.0,0.4,2,2,other,root,reviews-252791-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3810
3304,0.157,4,1,3,0.09994524792307666,0.0,1.0,3,1,other,punct,reviews-216281-0008,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,4118
3305,0.45399999999999996,5,6,9,0.00039617245852004065,0.26932,0.1111111111111111,2,3,other,amod,reviews-058878-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3582
3306,0.0844,6,1,9,0.09994524792307666,0.0,0.6666666666666666,9,1,other,punct,reviews-362073-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3514
3307,0.263,7,4,3,0.0003700482071053247,0.74339,0.6666666666666666,3,4,other,root,reviews-341750-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3714
3308,0.47700000000000004,8,9,4,0.0,0.6812699999999999,0.25,1,6,first_upper,amod,reviews-178726-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3541
3309,0.774,9,10,3,0.0,0.69604,0.3333333333333333,1,7,other,root,reviews-107608-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,2784
3310,0.139,10,4,4,0.0,0.0,0.75,1,3,first_upper,det:predet,reviews-287360-0002,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,5017
3311,0.46799999999999997,11,1,3,0.0005077750186724901,0.0,0.3333333333333333,3,5,other,punct,reviews-287360-0005,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3444
3312,0.0115,12,4,10,0.012105687836119185,0.0,0.9,5,2,other,case,reviews-211933-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,4439
3313,0.00601,13,4,6,1.322842591890996e-05,0.0,1.0,2,3,other,nsubj,reviews-103878-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,2885
3314,0.654,14,5,3,0.0,0.64445,0.3333333333333333,1,7,first_upper,amod,reviews-287360-0004,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3878
3315,0.82,15,9,2,0.0,0.63541,0.5,1,7,first_upper,amod,reviews-268952-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,2590
3316,0.639,16,5,5,0.0004189707057037163,-0.39216,0.2,2,6,other,advmod,reviews-130647-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,35703
3317,0.0183,17,2,6,0.037126718765600086,0.0,0.8333333333333334,2,3,other,case,reviews-200668-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3452
3318,0.131,18,5,6,3.4545089399667725e-05,0.0,0.6666666666666666,2,2,other,root,reviews-334808-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,5641
3319,0.0444,19,5,7,0.00021401325406638792,0.0,0.8571428571428571,6,4,other,conj,reviews-302465-0002,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3303
3320,0.535,20,9,3,7.649809731392501e-06,0.36457,0.3333333333333333,2,6,other,root,reviews-216281-0006,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,45931
3321,0.9470000000000001,21,5,3,0.0,-0.42718,0.3333333333333333,1,7,first_upper,advmod,reviews-024306-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3019
3322,0.0117,22,2,7,0.019381276736916517,0.0,1.0,2,2,other,cop,reviews-250878-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3555
3323,0.341,23,5,6,0.0,0.64445,0.3333333333333333,1,5,first_upper,amod,reviews-303728-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,5776
3324,0.1555,24,5,6,0.0,0.0,0.3333333333333333,4,2,first_upper,compound,reviews-264993-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,5889
3325,0.00419,25,1,5,0.10789649946520877,0.0,1.0,3,2,other,punct,reviews-122564-0001,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,3736
3326,0.0131,26,1,3,0.09994524792307666,0.0,1.0,3,2,other,punct,reviews-346074-0002,b8ad965f517bb8e7979b15a3245d2c6f8172dd7d199a906112c3bc6f82367143,saliency-corrected,saliency-corrected__saliency__bars,4484
