,saliency,display_index,word_length,sentence_length,relative_word_frequency,normalized_saliency_rank,word_position,human_importance_rating,capitalization,dependency_relation,sentence_id,worker_id,completion_time_ms
133,0.4099845490476024,133,1,12,0.08294765726237956,0.75,6,4,other,punct,w01005021,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3619
134,0.6299496262967741,134,4,10,0.004024060970601253,0.2,3,5,other,cop,02027007,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3938
135,0.2765798194548923,135,6,18,0.0044509114201599954,0.6111111111111112,4,3,other,aux:pass,w01107063,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3317
136,0.6050024670663285,136,9,16,9.409242161926868e-06,0.375,12,5,other,ccomp,w01028069,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,2832
137,0.6291485379800075,137,9,18,0.0,0.3333333333333333,3,6,first_upper,obl,w01127096,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3889
138,0.5822210682631919,138,4,9,0.0,0.4444444444444444,6,5,first_upper,root,01070016,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,5612
139,0.1758785034621262,139,4,9,0.009400137020747363,0.6666666666666666,8,2,other,obj,01092008,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,5038
140,0.9175080139941252,140,6,19,0.0005304236665122728,0.15789473684210525,3,7,other,root,w01096055,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3637
141,0.33544540199053,141,1,4,0.0005468987844421865,0.5,4,3,other,punct,01027007,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3439
142,0.7253120819580652,142,5,10,0.0001095300185503388,0.2,4,6,other,root,w01007087,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3646
143,0.1259064159906349,143,6,18,0.0,1.0,16,2,first_upper,obl,w01038044,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,8710
144,0.9468319419151899,144,1,10,0.11371460906307147,0.1,10,7,other,punct,w01057006,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,5992
145,0.2629650076381922,145,3,18,0.0,0.7777777777777778,1,4,first_upper,case,w01085008,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,3170
146,0.9615659643404542,146,3,14,0.04374771689479338,0.07142857142857142,8,7,other,cc,w01038009,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,4446
147,0.0520238079154598,147,3,10,0.0,1.0,1,2,first_upper,det,01002042,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,5768
148,0.0019614631426736477,148,4,15,0.00036433086523187167,1.0,14,1,other,conj,w01066006,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,5472
149,0.9889088084102023,149,9,10,1.7995622842012225e-05,0.1,8,7,other,amod,02036018,89d5a7aff1593815560022225731545f320a09275c7b6b73d5f378f1a2438e3b,2905
150,0.7659309703282895,0,7,10,0.00010072897835325132,0.4,3,5,other,root,w01057006,66984cdbc1ea0db616ea488ee487a71f734ab442ed1d8c71a03a22029ac5ceb7,131258
151,0.6860736630910238,1,4,13,0.009400137020747363,0.38461538461538464,4,5,other,obj,01109022,66984cdbc1ea0db616ea488ee487a71f734ab442ed1d8c71a03a22029ac5ceb7,43478
152,0.6657883646258325,2,1,11,0.11371460906307147,0.3636363636363637,11,5,other,punct,02075020,66984cdbc1ea0db616ea488ee487a71f734ab442ed1d8c71a03a22029ac5ceb7,32853
